Nombre,Localidad,Calidad,Teléfono,Dirección,Email,WEB,Postal Code,Tipo de Restauración,Coordenadas GPS,LATWGS84,LONWGS84,tag1,tag2,tag3
Kokotxa,Donostia / San Sebastián,0.0,943 421 904,"Campanario, 11",restaurante@restaurantekokotxa.com,https://restaurantekokotxa.com/,20003.0,Restaurante,"43.32349697,-1.9870737",43.32349697,-1.9870737,gastronomia,moderno,animado
Sukalki,Vitoria-Gasteiz,0.0,945 279 654,"Florida, 37",sukalkigasteiz@gmail.com,https://sukalki.com/,1005.0,Restaurante,"42.8427807,-2.66950177",42.8427807,-2.66950177,gastronomia,moderno,cultura
La Escuela,Bilbao,1.0,944 745 200,Ctra. Enekuri-Artxanda Km 3,restaurante@restaurantelaescuela.com,http://www.restaurantelaescuela.com,48015.0,Restaurante,"43.27921416797802,-2.940225233875726",43.27921416797802,-2.940225233875726,gastronomia,moderno,indoor
La Perla,Donostia / San Sebastián,0.0,943 462 484,"Pº de la Concha, 12",info@la-perla.net,https://la-perla.net/restaurante-la-perla,20007.0,Restaurante,"43.3153168,-1.9890844",43.3153168,-1.9890844,gastronomia,tradicional,terraceo
Le Bol Blanc,Bilbao,0.0,944 416 000,"Gran Vía, 87 ( H. Villa de Bilbao)",nhcollectionvilladebilbao@nh-hotels.com,https://www.nh-hoteles.es/hotel/nh-collection-villa-de-bilbao,48011.0,Restaurante,"43.26487984,-2.9441953",43.26487984,-2.9441953,gastronomia,moderno,chill
La Rampa,Donostia / San Sebastián,0.0,943 421 652,"Muelle, 26-27",restaurantelarampa@hotmail.com,https://www.restaurantelarampa.com/es/index.php,20003.0,Restaurante,"43.32302374,-1.99131804",43.32302374,-1.99131804,gastronomia,moderno,noche
Los Arcos de Quejana,Quejana/Kexaa,0.0,945 399 320,"Ctra. Quejana-Beotegui, s/n",info@arcosdequejana.com,https://www.arcosdequejana.com/,1470.0,Restaurante,"43.0806981,-3.0724509000000353",43.0806981,-3.072450900000036,gastronomia,tradicional,cultura
Maider,Bilbao,0.0,944 248 990,"Colón de Larreategui, 5",info@restaurantemaider.com,,48001.0,Restaurante,"43.26222963,-2.92685278",43.26222963,-2.92685278,gastronomia,moderno,animado
Marina Berri,Zumaia,0.0,943 865 617,"Santiago, 1",reservas@marinaberri.com,http://www.marinaberri.com,20750.0,Restaurante,"43.29615716,-2.25103016",43.29615716,-2.25103016,gastronomia,outdoor,moderno
Marixa,Laguardia,0.0,945 600 165,"Sancho Abarca, 8",infol@hotelmarixa.com,http://www.hotelmarixa.com/restaurante,1003.0,Restaurante,"42.5538886,-2.5842597",42.5538886,-2.5842597,gastronomia,tradicional,cultura
Martín Berasategui,Lasarte,0.0,943 366 471,"Loidi, 4",info@martinberasategui.com,https://www.martinberasategui.com/es/inicio,20160.0,Restaurante,"43.266755094644935,-2.015575885180624",43.266755094644935,-2.015575885180624,gastronomia,moderno,cultura
Martínez,Ordizia,0.0,943 880 641,Santa Maria 10,info@martinez1890.com,http://www.martinez1890.com,20110.0,Restaurante,"43.05340927,-2.17915419",43.05340927,-2.17915419,gastronomia,tradicional,euskaldun
Matxete,Vitoria-Gasteiz,0.0,945 131 821,"Plaza del Matxete, 4-5",,https://www.matxete.com/es/index.html,1001.0,Asador,"42.84720812472261,-2.6720287031351972",42.84720812472261,-2.672028703135197,gastronomia,tradicional,euskaldun
MendiGoikoa Bekoa,San Juan,0.0,946 058 039,"Bº San Juan, 33 (Axpe)",,https://mendigoikoabekoa.com/,48291.0,Restaurante,"43.11460640998302,-2.6022938256866412",43.11460640998302,-2.602293825686641,gastronomia,outdoor,chill
Mesa,Vitoria-Gasteiz,0.0,945 228 494,"Chile, 1",info@restaurantemesa.com,https://www.restaurantemesa.com/,1009.0,Restaurante,"42.851456448409245,-2.6818306939178456",42.851456448409245,-2.6818306939178456,gastronomia,moderno,indoor
Mugaritz,Errenteria,0.0,943 518 343,"Aldura Aldea, 20. Bº Otzazulueta.",reservas@mugaritz.com,https://www.mugaritz.com/,20100.0,Restaurante,"43.27226454,-1.91713483",43.27226454,-1.91713483,gastronomia,moderno,caprichos
Deslorian,Vitoria-Gasteiz,0.0,945 223 134,"Adriano VI, 15",,https://www.deslorian.com/,1013.0,Restaurante,"42.84735054417312,-2.6824137908073453",42.84735054417312,-2.6824137908073453,gastronomia,moderno,animado
Otzarreta,Zarautz,0.0,943 131 243,"Santa Clara, 5",otzarreta@restauranteotzarreta.com,http://www.restauranteotzarreta.com,20800.0,Restaurante,"43.28381285,-2.1736006",43.28381285,-2.1736006,gastronomia,terraceo,chill
Palacio de Anuncibai,Laudio/Llodio,1.0,946 726 188,"Anuncibai, s/n",restaurante@palacioanuncibai.com,http://www.palacioanuncibai.com,1400.0,Restaurante,"43.1406939,-2.9395008999999845",43.1406939,-2.9395008999999845,gastronomia,tradicional,cultura
Pascual Berganzo,Samaniego,0.0,945 623 337,"Alto de las Heras, 1",bodegas@pascualberganzo.com,http://www.pascualberganzo.com/,1307.0,Bodega,"42.5680449,-2.680718699999943",42.5680449,-2.680718699999943,gastronomia,comercio_local,tradicional
Asador Portuondo,Portuondo-Basaran,1.0,946 876 050,"Barrio Portuondo, s/n",info@restauranteportuondo.com,https://www.restauranteportuondo.com/,48360.0,Restaurante,"43.398740336306915,-2.6960726074191332",43.39874033630692,-2.696072607419133,gastronomia,tradicional,euskaldun
Posada Mayor de Migueloa,Laguardia,0.0,945 600 187,"Mayor, 20",reservas@mayordemigueloa.com,https://www.mayordemigueloa.com,1300.0,Restaurante,"42.554379637174755,-2.5855964221248087",42.55437963717476,-2.5855964221248087,gastronomia,tradicional,cultura
Rekondo,Donostia / San Sebastián,0.0,943 212 907,"Paseo de Igeldo, 57",restaurante@rekondo.com,http://www.rekondo.com,20008.0,Restaurante,"43.3142108,-2.0122277",43.3142108,-2.0122277,gastronomia,moderno,cultura
Remenetxe,Ugarte,1.0,946 253 520,"Kurtzero Auzoa, 65",remenetxe@remenetxe.com,https://remenetxe.com/,48392.0,Restaurante,"43.2949772214155,-2.687297197192393",43.2949772214155,-2.687297197192393,gastronomia,tradicional,chill
Rezabal,Aitza,0.0,943 580 899,Itsas Begi Etxea; Asti Auzoa 628,info@txakolirezabal.com,http://www.txakolirezabal.com/,20800.0,Bodega Txakoli,"43.272207622753704,-2.1529019100341884",43.2722076227537,-2.1529019100341884,gastronomia,comercio_local,euskaldun
Rubiorena,Beasain,0.0,943 089 519,"Zaldizurrieta, 7",,,20200.0,Restaurante,"43.0462503,-2.19428017",43.0462503,-2.19428017,gastronomia,tradicional,euskaldun
Sagartoki,Vitoria-Gasteiz,1.0,945 288 676,"Prado, 18",reservas@sagartoki.com,https://www.sagartoki.com/,1005.0,Restaurante,"42.84598104,-2.67511506",42.84598104,-2.67511506,gastronomia,moderno,animado
Salegi,Itziar,0.0,943 199 004,"Galtzada, 13-15. Itziar.",info@salegi.net,http://www.salegi.net,20829.0,Restaurante,"43.2762936,-2.3315652",43.2762936,-2.3315652,gastronomia,terraceo,chill
Sausta,Tolosa,0.0,943 655 453,"Paseo Belate, 7-8 bajo",sausta@sausta.com,http://www.sausta.com/,20400.0,Restaurante,"43.1451197,-2.0725864",43.1451197,-2.0725864,gastronomia,tradicional,euskaldun
Serantes,Bilbao,0.0,944 212 129,"Licenciado Poza, 16",,http://www.restauranteserantes.com/,48011.0,Restaurante,"43.26145921,-2.93761084",43.26145921,-2.93761084,gastronomia,moderno,cultura
Serantes II,Bilbao,0.0,944 102 699,"Alameda de Urquijo, 51",,http://www.restauranteserantes.com/,48011.0,Restaurante,"43.26049933,-2.93866857",43.26049933,-2.93866857,gastronomia,moderno,animado
Señorío de las Viñas,Laserna,0.0,945 621 110,"Calle Mayor, s/n",bodega@senoriodelasvinas.com,https://www.nekatur.net/senoriodelasvinas,1308.0,Bodega,"42.502335596531196,-2.5063204765319824",42.5023355965312,-2.5063204765319824,gastronomia,tradicional,comercio_local
Axpe,Markina-Xemein,0.0,655 734 625,"Caserío Axpe, barrio Atxondo",axpesagardoa@yahoo.es,http://www.axpesagardotegia.es,48270.0,Sidreria,"43.2774188418512,-2.499214375671379",43.2774188418512,-2.499214375671379,gastronomia,euskaldun,tradicional
Laka-Erdi,Merelludi,0.0,946 139 178,Alto de Millioi (Ctra. Markina - Lekeitio),,,48710.0,Sidreria,"43.306486805307394,-2.4820733085815583",43.306486805307394,-2.4820733085815583,gastronomia,euskaldun,tradicional
Aburuza,Aduna,0.0,943 692 452,Barrio Goiburu,aburuza@sidrasaburuza.net,https://bodegaaburuza.com/,20150.0,Sidreria,"43.2048134,-2.0525653",43.2048134,-2.0525653,gastronomia,euskaldun,tradicional
Aginaga,Aginaga,0.0,943 366 710,"Barrio Aginaga, s/n",info@aginagasagardotegia.com,http://www.aginagasagardotegia.com/,20170.0,Sidreria,"43.27829343,-2.07247162",43.27829343,-2.07247162,gastronomia,euskaldun,tradicional
Akarregi,,0.0,943 330 713,"Barrio Akarregi, 5",,,20120.0,Sidreria,"43.267494,-1.963202",43.267494,-1.963202,gastronomia,euskaldun,tradicional
Akelenea,Astigarraga,0.0,943 333 333,"Camino Oialume, 57",akelenea@hotmail.es,,20115.0,Sidreria,"43.2725401,-1.9513230000000021",43.2725401,-1.951323000000002,gastronomia,euskaldun,tradicional
Alorrenea,Astigarraga,0.0,943 336 999,"Camino Alorrene, 4",info@alorrenea.com,https://alorrenea.com/,20115.0,Sidreria,"43.28740879,-1.94637344",43.28740879,-1.94637344,gastronomia,euskaldun,tradicional
Altuna,Urnieta,0.0,943 554 917,"Caserío Galarraga, barrio Lategi",,https://www.sagardoa.eus/3_sidreria-altuna,20130.0,Sidreria,"43.24948178,-1.98583277",43.24948178,-1.98583277,gastronomia,euskaldun,tradicional
Altzueta,Osinaga,0.0,943 551 502,"Osinaga, 7",altzueta@altzuetasagardotegia.com,https://www.altzuetasagardotegia.com/,20120.0,Sidreria,"43.25295806,-1.96339809",43.25295806,-1.96339809,gastronomia,euskaldun,tradicional
Amaike,Portugalete,0.0,944 832 667,"Doctor José Zaldua, 31",info@sidreriaamaike.es,,48920.0,Sidreria,"43.31990979959505,-3.0315142693115082",43.31990979959505,-3.031514269311508,gastronomia,euskaldun,animado
Amebi,Lazkao,0.0,943 162 523,"Zubierreka, 9",,,20210.0,Sidreria,"43.02287310169155,-2.177130303149397",43.02287310169155,-2.177130303149397,gastronomia,euskaldun,tradicional
Ander,Bilbao,0.0,944 476 666,"Andalucia, 1",sidreriasani@gmail.com,http://www.sidreriasenbilbao.com/,48015.0,Sidreria,"43.28283332,-2.96479602",43.28283332,-2.96479602,gastronomia,euskaldun,chill
Ankapalu Berria,,0.0,944 558 197,"Loroño Behekoa, s/n",ankapaluberria@gmail.com,,48195.0,Sidreria,"43.27374881775719,-2.7999282115252933",43.27374881775719,-2.7999282115252933,gastronomia,euskaldun,tradicional
Araeta,Zubieta,0.0,943 362 049,"Camino de Berridi, 22",araeta@araeta.com,https://araeta.com/,20160.0,Restaurante,"43.2715536,-2.031403599999976",43.2715536,-2.031403599999976,gastronomia,moderno,comercio_local
Aritxi,,0.0,946 741 181,"Camino de Meñaka, 1",asadoraritxi@asadoraritxi.com,,48100.0,Asador,"43.3670617,-2.8099219",43.3670617,-2.8099219,gastronomia,tradicional,comercio_local
Armentegi,Armentia,0.0,945 132 101,"Mendibe, 4",sidreriaarmentegui@hotmail.com,http://www.sidreriaasadorarmentegui.es/,1007.0,Sidreria,"42.83307432702906,-2.699771709821681",42.83307432702906,-2.699771709821681,gastronomia,euskaldun,tradicional
Arraiz,Bilbao,0.0,944 431 919,"Monte Arraiz, 116",contacto@AsadorArraiz.com,http://www.asadorarraiz.com/,48002.0,Asador,"43.241779573427,-2.9602789878845215",43.241779573427,-2.960278987884521,gastronomia,tradicional,animado
Arratzain,Kalezar,0.0,943 366 663,"Kale Zahar Auzoa, 21",info@agroturismoarratzain.com,http://www.agroturismoarratzain.com/,20170.0,Sidreria,"43.267053,-2.056552",43.267053,-2.056552,gastronomia,euskaldun,tradicional
Artzai-Enea,Beasain,0.0,943 163 116,"Andre Mari Kalea, 15",info@artzaienea.com,https://artzaienea.com/,20200.0,Restaurante,"43.04872566,-2.19740059",43.04872566,-2.19740059,gastronomia,tradicional,comercio_local
La Gabarra,Bilbao,0.0,946 970 156,"Botica Vieja, 18",,,48014.0,Asador,"43.269229,-2.943789",43.269229,-2.943789,gastronomia,tradicional,animado
Astarbe,Astigarraga,0.0,943 551 527,"Txoritokieta bidea, 13",astarbe@astarbe.eus,https://astarbe.eus/es,20115.0,Sidreria,"43.2833897,-1.9449055000000044",43.2833897,-1.9449055000000044,gastronomia,tradicional,euskaldun
Aulia,Legorreta,0.0,943 806 066,Barrio Guadalupe 12,,https://www.auliasagardotegia.com/,20250.0,Sidreria,"43.08503525,-2.1454925",43.08503525,-2.1454925,gastronomia,tradicional,euskaldun
Ayoberri,Mendiondo,0.0,946 764 257,"Carretera de Butrón, barrio Mendiondo",,,48610.0,Sidreria,"43.367966232653046,-2.9425533211791643",43.367966232653046,-2.9425533211791643,gastronomia,tradicional,euskaldun
Añota,Azpeitia,0.0,943 812 092,"Barrio Elosiaga, s/n",sidreria@anotasagardotegia.com,https://www.xn--aota-gqa.eus/,20730.0,Sidreria,"43.16701944,-2.23239181",43.16701944,-2.23239181,gastronomia,tradicional,euskaldun
Baleio,Iturriotz,0.0,943 491 340,Ananedes Bidea.Caserío Baleione. Iturrioz,,https://www.sagardoa.eus/33_sidreria-baleio-baleio-sagardotegia-oiartzun,20180.0,Sidreria,"43.294988,-1.870507",43.294988,-1.870507,gastronomia,tradicional,euskaldun
Barkaiztegi,Donostia / San Sebastián,0.0,943 451 304,"Paseo de Barkaiztegi, 42, Martutene",peio@barkaiztegi.com,https://www.barkaiztegi.com,20014.0,Sidreria,"43.292812388470765,-1.9587274933929848",43.292812388470765,-1.9587274933929848,gastronomia,tradicional,euskaldun
Bereziartua,Astigarraga,0.0,943 555 798,"Camino de Iparralde, 16",,https://www.bereziartuasagardoa.com/es/,20115.0,Sidreria,"43.28280513432915,-1.940282776721233",43.28280513432915,-1.940282776721233,gastronomia,tradicional,euskaldun
Donibane,San Vicente de Barakaldo,0.0,944 384 905,"San Juan, 15",reservas@donibaneasador.com,http://www.donibaneasador.com/,48901.0,Asador,"43.29783728,-2.98664131",43.29783728,-2.98664131,gastronomia,tradicional,comercio_local
Egiluze,Errenteria,0.0,943 523 905,"Barrio Zamalbide, s/n",info@egiluze.es,http://egiluze.es/,20100.0,Restaurante,"43.269089,-1.9121149999999716",43.269089,-1.912114999999972,gastronomia,moderno,comercio_local
Eguzkitza,Usabal,0.0,943 672 613,"Barrio Usabal, 25",,https://www.tolosaldea.eus/jatetxea/eguzkitza/,20400.0,Sidreria,"43.12738982,-2.08593264",43.12738982,-2.08593264,gastronomia,tradicional,euskaldun
Elexalde,Elexalde,0.0,944 571 614,Barrio Elexalde s/n,info@sidreriaelexalde.com,http://sidreriaelexalde.com/,48960.0,Sidreria,"43.23636616374324,-2.8342169484100377",43.23636616374324,-2.8342169484100377,gastronomia,tradicional,euskaldun
Elorrabi,Osinaga,0.0,943 336 990,"Osinaga bailara, 13",sidraselorrabi@elorrabi.com,https://www.elorrabi.com/es/inicio/,20120.0,Sidreria,"43.25644805,-1.96176612",43.25644805,-1.96176612,gastronomia,tradicional,euskaldun
Elutxeta,Urnieta,0.0,943 556 981,"Caserío Elutxeta, 34",,http://elutxeta.com/,20130.0,Sidreria,"43.25981308,-1.99424749",43.25981308,-1.99424749,gastronomia,tradicional,euskaldun
Etxe Zuri,Olaberria,0.0,943 882 049,Barrio Errekalde,,http://www.etxezurisagardotegia.net/,20212.0,Sidreria,"43.02548687682575,-2.1940074497069872",43.02548687682575,-2.1940074497069872,gastronomia,tradicional,euskaldun
Etxeberria,Astigarraga,0.0,943 555 697,"Sagardotegi zeharra, 5",info@sidreriaetxeberria.com,https://sidreriaetxeberria.com/,20115.0,Sidreria,"43.2641486,-1.94028354",43.2641486,-1.94028354,gastronomia,tradicional,euskaldun
Eula,Urnieta,0.0,943 552 744,"Barrio Lategi, 19",,http://www.eulasagardotegia.com/,20130.0,Sidreria,"43.24917971,-1.97816274",43.24917971,-1.97816274,gastronomia,tradicional,euskaldun
Gartziategi,Astigarraga,0.0,943 469 674,"Paseo de Martutene, 139",,https://gartziategi.com/,20115.0,Sidreria,"43.2910177,-1.9514328999999861",43.2910177,-1.951432899999986,gastronomia,tradicional,euskaldun
Gaztañaga,Buruntza,0.0,943 591 968,Barrio Buruntza,info@sidreriagaztanaga.com,http://www.sidreriagaztanaga.com/,20140.0,Sidreria,"43.223149541048755,-2.0183614318029868",43.22314954104876,-2.0183614318029868,gastronomia,tradicional,euskaldun
Goiko Lastola,Ereñotzu,0.0,943 553 272,"Barrio Ereñotzu, 89",,,20120.0,Sidreria,"43.25691509,-1.94978893",43.25691509,-1.94978893,tradicional,gastronomia,euskaldun
Gorozika,Gorozika,0.0,946 309 150,Bº Gorozika s/n,,,48392.0,Sidreria,"43.25688641796392,-2.703080886260991",43.25688641796392,-2.703080886260991,tradicional,gastronomia,euskaldun
Gurutzeta,Astigarraga,0.0,943 552 242,"Oialume Bidea, 63",gurutzeta@gurutzeta.com,http://www.gurutzeta.com,20115.0,Sidreria,"43.27202166650028,-1.952371955958597",43.27202166650028,-1.952371955958597,tradicional,gastronomia,euskaldun
Iarritu,Lezama,0.0,945 386 131,"Barrio Arrotegui, 114",,,1470.0,Sidreria,"43.0243530690838,-2.96519279479981",43.0243530690838,-2.96519279479981,tradicional,gastronomia,euskaldun
Ibarra,Amorebieta,0.0,946 731 100,"Barrio Ibarra, s/n",info@ibarra-sagardotegi.com,http://www.ibarrabarria.eus/,48340.0,Sidreria,"43.212322097202744,-2.7193097248535114",43.21232209720274,-2.7193097248535114,tradicional,gastronomia,euskaldun
Iparragirre,Osinaga,0.0,943 550 328,Barrio Osiñaga,kontaktua@iparragirresagardotegia.eus,https://iparragirresagardotegia.eus/,20120.0,Sidreria,"43.2539057022193,-1.9628947623278918",43.2539057022193,-1.962894762327892,tradicional,gastronomia,euskaldun
Irigoien,Astigarraga,0.0,943 550 333,"Camino de Iparralde, 12",info@sidreriairigoien.com,https://www.sidreriairigoien.com/es/,20115.0,Sidreria,"43.28288323790351,-1.9401111153442798",43.28288323790351,-1.94011111534428,tradicional,gastronomia,euskaldun
Isastegi,Aldaba,0.0,943 652 964,"Aldaba Txiki, 15",isastegi@isastegi.com,http://www.isastegi.com/,20400.0,Sidreria,"43.12055384,-2.09485991",43.12055384,-2.09485991,tradicional,gastronomia,euskaldun
Itsasburu,Osinaga,0.0,943 556 879,"Osiñaga Auzoa, 10",,,20120.0,Sidreria,"43.25381974737111,-1.9627874739672961",43.25381974737111,-1.962787473967296,tradicional,gastronomia,euskaldun
Iturrieta,Ibarra,0.0,685 721 593,"Barrio Arraga, s/n.",info@iturrieta.eus,https://www.iturrieta.eus/,1169.0,Sidreria,"43.05224013,-2.57521137",43.05224013,-2.57521137,tradicional,gastronomia,euskaldun
Itxaropena,Donostia / San Sebastián,0.0,943 436 210,"Embeltran, 16",itxaropenabar@gmail.com,,20003.0,Restaurante,"43.32248027,-1.98557065",43.32248027,-1.98557065,gastronomia,moderno,indoor
Izeta,Urdaneta,0.0,943 131 693,Barrio Urdaneta,info@izeta.es,https://www.izeta.es/,20809.0,Sidreria,"43.2611847,-2.1854657",43.2611847,-2.1854657,tradicional,gastronomia,euskaldun
Calonge,Igeldo,0.0,943 213 251,"Paseo Padre Orkolaga, 8",sidreriacalonge@gmail.com,https://www.calongesagardotegia.es/,20008.0,Sidreria,"43.308882663979624,-2.0367042073486346",43.30888266397962,-2.0367042073486346,tradicional,gastronomia,terraceo
Katxarro,Elorrio,0.0,946 550 279,"San Fausto Kalea, 17",info@restaurantekatxarro.com,https://restaurantekatxarr.wixsite.com/katxarro,48230.0,Sidreria,"43.13058921859014,-2.5520266538684044",43.13058921859014,-2.5520266538684044,tradicional,gastronomia,euskaldun
Korta,Gabiria,0.0,943 887 186,"Zuazola Azpikoa Baserria, z/g",restaurantekorta@gmail.com,http://www.restaurantekorta.com,20217.0,Restaurante,"43.0517959,-2.2951762",43.0517959,-2.2951762,gastronomia,moderno,comercio_local
Larrarte,Astigarraga,0.0,943 555 647,"Muñagorri Enea Baserria, s/n",,https://larrarte.net/,20155.0,Sidreria,"43.26684179999999,-1.9380799",43.26684179999999,-1.9380799,tradicional,gastronomia,euskaldun
Larre-Gain,Hernani,0.0,943 555 846,"Barrio Ereñozu, 58",larregain.sagardotegia@hotmail.com,http://www.larregain.eus,20120.0,Sidreria,"43.2420071,-1.9390665",43.2420071,-1.9390665,tradicional,gastronomia,euskaldun
Lezama,Garaioltza,0.0,944 556 368,"Barrio Garaioltza, 146",sidrerialezama@yahoo.es,http://www.sidrerialezama.com,48196.0,Sidreria,"43.27803712793327,-2.8410601074096964",43.27803712793327,-2.8410601074096964,tradicional,gastronomia,euskaldun
Lizeaga,Astigarraga,0.0,943 468 290,"Gartziategi Baserria, Martutene Pasealekua, 139",lizeaga@lizeaga.eus,https://lizeaga.eus/,20155.0,Sidreria,"43.281303,-1.945642",43.281303,-1.945642,tradicional,gastronomia,euskaldun
Loiu,Zabaloetxe,0.0,944 530 077,"Zabaloetxe Etorbidea, 18",contacto@sidreria-loiu.com,http://www.sidreria-loiu.com,48180.0,Asador,"43.31088261000004,-2.9294813967211897",43.31088261000004,-2.9294813967211897,gastronomia,tradicional,comercio_local
